Loan_ID,Customer_ID,Loan_Type,Loan_Amount,Loan_Tenure_Months,Interest_Rate_Pct,EMI_Amount,Processing_Fee,Disbursal_Date,Loan_Status,Default,Age,Income_INR,Employment_Years,Marital_Status,Education_Level,Credit_History_Length,Savings_Account_Balance,Checking_Account_Balance,No_of_Open_Accounts,No_of_Closed_Accounts,Total_Credit_Limit,Total_Current_Balance,Credit_Utilization_Ratio,No_of_Inquiries_6M,No_of_Inquiries_12M,DPD_30,DPD_60,DPD_90,Worst_Current_Status,Months_Since_Most_Recent_Delinquency,Max_Credit_Exposure,Oldest_Trade_Open_Months,Newest_Trade_Open_Months,Pay_History,Delinquency_12M,Credit_Card_Utilization,Behavior_Spending_Score,Behavior_Repayment_Score,Avg_Balance_6M,Avg_Balance_3M,Salary_Credit_Frequency,Avg_Monthly_Salary_Credit,Monthly_Spend,Cash_Withdrawal_3M,Merchant_Spend_Pct,Bounce_Count_6M,Negative_Balance_Days,Transaction_Count_3M,UPI_Txn_Count_3M,ECS_Mandate_Count,Pay_History_repay,Paid_On_Time_Pct,Late_Payment_Count_12M,Missed_Payment_Count,Max_DPD_3M,Max_DPD_6M,Max_DPD_12M,Current_DPD_Bucket,Prev_DPD_Bucket,Prepayment_Count,Total_EMI_Paid,Collateral_Type,Collateral_Value,LTV_Ratio,Property_Type,Vehicle_Age_Years,Collateral_Location_Tier,Collateral_Insurance
LOAN00381,381,Home Loan,1527759,36,9.4,48867,12573,2022-03-06,Closed,0,64,1054075,14,Single,PhD,13,14433,427723,2,3,1220294,641768,0.66,4,5,0,0,0,0,38,519378,28,28,Good,1,0.97,8,75,1000,1840,,96152,83108,494,0.4916,1,1,6,52,1,Good,0.8395,1,0,0,0,0,Current,Current,1,47,Residential Property,2174851.0,0.7025,Apartment,,Tier-2,Yes
LOAN00382,382,Personal Loan,1405731,24,8.55,63930,23828,2021-06-28,Default,1,23,222588,27,Married,Postgraduate,15,44295,91056,5,3,2984646,697024,0.63,0,2,0,0,0,2,58,1860575,98,45,Good,0,0.06,75,67,57402,70889,Monthly,19780,20015,3074,0.2154,5,19,53,69,7,Good,0.8576,0,0,0,0,0,Current,Current,0,8,,,,,,,
LOAN00383,383,Personal Loan,876122,12,14.89,79031,8194,2022-05-18,Active,0,36,1785669,8,Single,High School,3,357822,177247,10,3,965071,2089541,0.37,0,3,0,0,0,1,53,180763,166,24,Good,2,0.67,61,29,429558,400199,Monthly,147098,154929,39958,0.1736,1,2,19,53,1,Good,0.8677,2,2,0,0,60,Current,Current,2,12,,,,,,,
LOAN00384,384,Auto Loan,1004189,24,14.53,48465,15931,2019-06-14,Closed,0,63,2061278,12,Married,Graduate,10,338164,92967,4,1,1061755,1399976,0.5,0,2,2,2,1,0,54,256906,210,37,Poor,2,0.95,84,45,293707,271230,,158444,168018,7259,0.4759,1,4,92,18,2,Poor,0.4284,2,2,60,60,60,61-90 DPD,31-60 DPD,0,68,Vehicle,1679150.0,0.598,,3.0,Tier-2,Yes
LOAN00385,385,Personal Loan,1003233,24,15.1,48691,11058,2019-11-27,Active,0,29,2265309,8,Divorced,Postgraduate,1,343164,422194,8,1,1828222,1221795,0.55,2,6,0,0,0,3,8,1493510,113,55,Good,0,0.13,44,86,310798,306957,Monthly,188644,86174,11361,0.4904,3,0,17,5,1,Good,0.9757,0,0,0,90,90,Current,61-90 DPD,0,61,,,,,,,
LOAN00386,386,Personal Loan,1752820,60,13.03,39908,21285,2019-12-07,Default,1,46,295383,0,Married,PhD,1,447904,91594,3,0,1500589,328014,0.49,3,8,1,0,0,0,44,282628,69,35,Poor,0,0.49,45,58,500705,493443,Monthly,22974,11579,128890,0.1801,3,4,52,30,4,Poor,0.2844,0,0,15,15,15,1-30 DPD,Current,0,18,,,,,,,
LOAN00387,387,Auto Loan,385989,36,14.51,13288,5381,2021-06-28,Closed,0,54,1830630,0,Single,Graduate,12,536797,491878,11,4,1003164,1771481,0.2,4,4,0,0,0,0,6,1329408,105,13,Average,1,0.67,45,8,527158,510229,,148745,70396,68750,0.2513,1,3,19,39,6,Average,0.7863,1,0,0,15,30,Current,Current,1,17,Vehicle,583250.0,0.6618,,5.0,Tier-2,No
LOAN00388,388,Home Loan,735831,12,16.15,66814,14148,2021-02-03,Active,0,47,928068,13,Married,High School,19,149516,405285,1,4,811319,535309,0.43,1,1,2,2,1,0,3,516241,18,14,Average,0,0.57,81,19,129563,132282,Monthly,78187,89710,17427,0.7604,2,0,29,1,1,Average,0.849,0,0,90,90,90,90+ DPD,61-90 DPD,1,14,Residential Property,1283537.0,0.5733,Villa,,Tier-1,Yes
LOAN00389,389,Personal Loan,1984473,12,12.27,176568,17639,2020-06-02,Active,0,45,1385307,21,Married,PhD,2,966523,246655,9,2,1644139,364864,0.48,3,4,1,1,0,1,16,599014,168,52,Average,0,0.15,65,51,954253,971309,Irregular,116248,109713,241023,0.3053,1,0,100,73,6,Average,0.8351,0,0,30,90,90,31-60 DPD,61-90 DPD,1,69,,,,,,,
LOAN00390,390,Auto Loan,513023,60,11.16,11195,5208,2020-10-03,Closed,0,54,897104,28,Married,Graduate,4,90294,245343,6,1,2155660,1877219,0.21,2,2,0,0,0,3,3,606177,54,54,Good,0,0.09,26,95,90848,107294,Bi-Monthly,74126,60450,27258,0.7828,2,1,129,75,6,Good,0.876,0,0,0,30,30,Current,1-30 DPD,0,27,Vehicle,625427.0,0.8203,,9.0,Tier-1,Yes
LOAN00391,391,Education Loan,156552,36,16.44,5537,1710,2022-04-21,NPA,1,29,2349235,9,Single,Postgraduate,17,517636,425035,9,1,351176,839219,0.71,4,6,0,0,0,0,55,778096,216,2,Good,1,0.03,61,31,495181,513371,Monthly,205269,123804,34180,0.3993,5,17,90,6,6,Good,0.878,1,0,0,0,60,Current,Current,0,3,,,,,,,
LOAN00392,392,Auto Loan,942444,12,15.48,85277,11063,2019-04-04,Default,1,49,1065923,11,Married,PhD,1,416832,338874,9,0,1316391,854600,0.86,2,7,1,0,0,0,53,521296,149,13,Good,0,0.66,94,4,498919,499930,Monthly,91597,89160,88565,0.8246,7,13,145,24,8,Good,0.8468,0,0,15,60,60,1-30 DPD,31-60 DPD,0,19,Vehicle,1153758.0,0.8168,,4.0,Tier-1,Yes
LOAN00393,393,Auto Loan,1935967,24,14.29,93216,37121,2022-04-11,Active,0,49,649827,8,Married,Graduate,6,907126,470658,6,2,1131837,764536,0.57,3,7,1,0,0,0,53,1038350,103,21,Average,0,0.53,96,53,886858,858275,Irregular,51132,46447,177526,0.5724,1,1,107,98,7,Average,0.5544,0,0,15,15,15,1-30 DPD,Current,0,4,Vehicle,2352961.0,0.8228,,12.0,Tier-1,Yes
LOAN00394,394,Auto Loan,244072,24,10.0,11262,4071,2021-03-23,Default,1,48,1476978,11,Married,Graduate,11,563915,312208,10,0,1941763,1782614,0.78,0,3,0,0,0,0,34,522926,184,59,Average,4,0.16,95,17,650370,633228,Monthly,115708,47601,63128,0.4141,6,8,23,60,3,Average,0.7354,4,4,0,0,30,Current,Current,0,11,Vehicle,317312.0,0.7692,,1.0,Tier-2,Yes
LOAN00395,395,Home Loan,1077904,24,16.7,53138,21546,2019-02-11,NPA,1,23,2498253,5,Married,High School,17,927407,23000,4,0,2841594,1674724,0.89,4,8,0,0,0,0,33,469756,117,30,Poor,0,0.31,89,58,973998,985605,,193315,202299,17157,0.5827,6,10,110,13,7,Poor,0.3166,0,0,0,15,15,Current,Current,0,24,Residential Property,1840555.0,0.5856,Apartment,,Tier-2,Yes
LOAN00396,396,Business Loan,1334773,24,9.99,61586,12501,2020-09-07,Default,1,29,618955,24,Divorced,High School,11,534216,297505,5,3,266016,495151,0.71,2,5,0,0,0,2,57,364752,18,18,Good,2,0.3,2,11,595800,611420,Monthly,49948,55100,131944,0.5197,6,5,105,38,7,Good,0.9873,2,2,0,0,90,Current,Current,0,6,Inventory,2038482.0,0.6548,,,Tier-3,No
LOAN00397,397,Home Loan,1830137,48,11.69,47916,24870,2019-11-22,Active,0,48,1157867,26,Married,PhD,3,209269,481631,3,0,2239312,1325139,0.23,2,6,0,0,0,0,4,149266,50,31,Poor,0,0.94,96,33,264837,282261,Bi-Monthly,104642,60739,64179,0.6601,0,4,76,18,8,Poor,0.2522,0,0,0,90,90,Current,61-90 DPD,0,7,Residential Property,2685691.0,0.6814,Apartment,,Tier-1,Yes
LOAN00398,398,Education Loan,1069070,60,17.22,26695,15096,2019-09-29,Closed,0,52,1002862,4,Married,Graduate,13,176634,230202,9,2,2609450,1084589,0.07,1,3,0,0,0,1,17,1018221,24,24,Good,0,0.09,93,19,169889,147225,,91596,109468,23074,0.3441,3,1,139,69,9,Good,0.9765,0,0,0,0,30,Current,Current,0,61,,,,,,,
LOAN00399,399,Personal Loan,146344,24,11.79,6874,1308,2019-01-24,Active,0,41,873407,14,Married,Graduate,9,109750,327929,4,6,2375395,525546,0.05,0,2,1,0,0,0,31,1176070,112,44,Average,0,0.87,32,77,108665,117142,Monthly,78287,71942,32228,0.5639,1,4,76,85,2,Average,0.6561,0,0,15,30,30,1-30 DPD,1-30 DPD,0,56,,,,,,,
LOAN00400,400,Home Loan,1213967,60,11.04,26418,20690,2020-08-07,Closed,0,39,1539858,2,Married,Graduate,19,839861,171057,9,6,2834370,2175378,0.4,1,5,0,0,0,0,23,913705,164,17,Poor,0,0.37,89,38,933324,903905,,117788,90297,224000,0.332,1,4,29,36,6,Poor,0.5951,0,0,0,30,60,Current,1-30 DPD,0,62,Residential Property,1942899.0,0.6248,Apartment,,Tier-3,Yes
LOAN00401,401,Personal Loan,649411,36,8.81,20593,7770,2022-02-12,Default,1,55,1144048,4,Married,Postgraduate,2,29533,459471,1,6,2986832,902522,0.07,1,3,0,0,0,1,23,571645,109,41,Poor,3,0.59,8,33,92664,104941,Bi-Monthly,88925,61324,2020,0.4515,3,17,133,85,9,Poor,0.5263,3,3,0,90,90,Current,61-90 DPD,0,55,,,,,,,
LOAN00402,402,Personal Loan,1456146,12,11.03,128716,16560,2020-08-28,Default,1,41,618634,9,Married,Graduate,6,665378,401087,6,6,811251,598826,0.64,1,1,2,1,1,1,6,1474090,30,14,Good,5,0.18,15,27,709271,704645,Monthly,49955,39631,160123,0.8044,3,10,103,16,2,Good,0.8247,5,4,90,90,90,90+ DPD,61-90 DPD,0,18,,,,,,,
LOAN00403,403,Home Loan,1461010,36,8.77,46303,13895,2020-08-17,Default,1,32,2096944,13,Married,Postgraduate,8,416691,274293,5,3,399224,1399972,0.51,0,2,1,1,0,3,7,1017158,142,47,Good,0,0.81,20,46,515447,542893,Monthly,158285,134999,111960,0.5669,3,17,15,21,6,Good,0.822,0,0,30,30,30,31-60 DPD,1-30 DPD,0,1,Residential Property,2152196.0,0.6788,Apartment,,Tier-1,Yes
LOAN00404,404,Home Loan,531910,24,7.87,24025,9301,2019-09-11,Active,0,22,2232965,6,Single,High School,14,128402,321244,3,1,299622,2462104,0.13,4,5,0,0,0,0,18,560041,31,31,Good,1,0.24,22,86,187145,171775,Monthly,181502,88440,15109,0.3785,0,3,73,10,8,Good,0.8585,1,0,0,30,60,Current,1-30 DPD,0,17,Residential Property,953748.0,0.5577,Independent House,,Tier-1,Yes
LOAN00405,405,Education Loan,92441,36,15.47,3225,873,2021-10-05,Closed,0,36,1659553,18,Divorced,PhD,12,879468,92836,3,5,456687,1232084,0.11,2,4,0,0,0,3,21,1414648,146,54,Good,4,0.83,64,24,953969,947044,,145809,81120,209349,0.7518,2,4,88,3,1,Good,0.8576,4,3,0,90,90,Current,61-90 DPD,0,6,,,,,,,
LOAN00406,406,Auto Loan,136430,36,12.51,4564,1453,2021-05-25,NPA,1,56,899168,19,Single,High School,5,514215,19082,9,4,2288850,1229193,0.36,3,6,0,0,0,0,5,1790554,91,14,Good,3,0.49,37,47,479841,481767,Irregular,79818,36685,132756,0.4771,2,5,126,23,4,Good,0.8102,3,3,0,60,60,Current,31-60 DPD,0,18,Vehicle,223163.0,0.6113,,10.0,Tier-2,No
LOAN00407,407,Auto Loan,1042268,60,12.2,23290,14928,2019-05-29,Closed,0,50,1360461,7,Single,Graduate,7,765318,334334,7,0,1277277,1912377,0.58,0,0,0,0,0,3,10,928374,19,19,Average,0,0.5,42,1,825892,834651,Monthly,104767,117469,231639,0.3384,1,3,107,52,8,Average,0.5812,0,0,0,15,30,Current,Current,0,25,Vehicle,1529859.0,0.6813,,0.0,Tier-3,No
LOAN00408,408,Education Loan,1518028,60,13.43,34874,9960,2019-03-24,Default,1,24,2034256,6,Divorced,Postgraduate,17,326453,438274,11,0,2809947,963736,0.64,4,8,2,1,1,2,45,825342,189,42,Poor,0,0.03,5,79,347585,364188,Bi-Monthly,180160,93638,18225,0.4194,5,12,179,78,4,Poor,0.2296,0,0,60,60,60,61-90 DPD,31-60 DPD,0,23,,,,,,,
LOAN00409,409,Personal Loan,299229,12,10.68,26401,5109,2020-12-25,Default,1,52,251141,24,Married,Postgraduate,13,121354,230267,10,2,1971485,2309710,0.71,3,5,2,1,1,0,23,1346118,98,14,Good,4,0.31,41,3,170127,180069,Monthly,20389,11209,47910,0.5372,6,10,137,74,2,Good,0.9986,4,3,90,90,90,90+ DPD,61-90 DPD,0,14,,,,,,,
LOAN00410,410,Auto Loan,272695,12,10.32,24014,5213,2019-12-02,Default,1,27,2133987,23,Married,PhD,15,695340,381157,4,2,65614,2433133,0.63,1,5,0,0,0,2,45,1391476,53,8,Average,2,0.73,37,8,696267,672349,Bi-Monthly,181366,148053,42711,0.6127,2,3,30,60,2,Average,0.691,2,1,0,0,15,Current,Current,0,56,Vehicle,428430.0,0.6365,,6.0,Tier-1,Yes
LOAN00411,411,Auto Loan,1524413,12,11.72,135242,21611,2022-05-27,Closed,0,47,1677962,27,Divorced,Graduate,6,114952,318938,1,6,1708019,1961096,0.24,4,6,0,0,0,1,37,1092232,139,25,Good,1,0.65,83,8,199798,205093,Monthly,127278,70128,54101,0.6967,0,2,85,99,0,Good,0.9411,1,0,0,60,60,Current,31-60 DPD,1,52,Vehicle,1739197.0,0.8765,,1.0,Tier-1,Yes
LOAN00412,412,Auto Loan,1730405,12,12.31,153995,28545,2022-10-31,Active,0,49,1513523,23,Married,Postgraduate,6,604891,57129,3,5,2943127,1148134,0.4,3,7,0,0,0,2,9,494650,153,52,Good,0,0.34,62,77,641150,651212,Bi-Monthly,138018,129185,154244,0.4471,3,2,14,60,4,Good,0.8795,0,0,0,90,90,Current,61-90 DPD,0,40,Vehicle,2846414.0,0.6079,,10.0,Tier-3,Yes
LOAN00413,413,Education Loan,1220265,12,15.13,110213,22481,2020-10-11,Active,0,64,1080645,29,Single,Graduate,11,60708,351954,3,7,568692,181338,0.13,2,7,2,1,0,0,12,465741,136,34,Good,5,0.3,73,66,68074,88629,Monthly,92119,78830,21012,0.3837,2,2,146,47,7,Good,0.8164,5,4,30,30,30,31-60 DPD,1-30 DPD,1,69,,,,,,,
LOAN00414,414,Business Loan,716607,60,11.83,15879,13339,2020-11-16,Default,1,54,749147,22,Single,Postgraduate,4,359264,301627,8,2,2923696,259895,0.16,3,4,2,2,1,3,49,635026,19,19,Average,0,0.03,31,56,405906,416800,,58972,70452,51771,0.6847,4,9,175,84,3,Average,0.5652,0,0,90,90,90,90+ DPD,61-90 DPD,0,10,Commercial Property,1276141.0,0.5615,,,Tier-1,Yes
LOAN00415,415,Business Loan,484127,72,7.7,8417,3066,2022-09-21,Default,1,56,1936156,22,Married,Graduate,18,351227,311074,8,5,891001,255337,0.76,3,8,1,1,1,0,23,1778578,22,22,Poor,0,0.2,80,15,347399,356439,Monthly,160335,93495,38370,0.8758,4,13,105,23,6,Poor,0.3188,0,0,60,60,60,61-90 DPD,31-60 DPD,0,21,Machinery,663959.0,0.7292,,,Tier-3,Yes
LOAN00416,416,Auto Loan,1143210,24,13.49,54613,13650,2020-10-31,NPA,1,31,769893,27,Single,Postgraduate,7,568205,478039,7,5,2567980,253714,0.95,0,2,1,1,0,0,5,1147997,83,12,Poor,0,0.28,93,8,612636,616575,Irregular,64209,28825,129343,0.6374,2,18,27,41,7,Poor,0.2349,0,0,30,30,90,31-60 DPD,1-30 DPD,0,56,Vehicle,1266517.0,0.9026,,6.0,Tier-2,Yes
LOAN00417,417,Business Loan,1122986,36,16.12,39547,16495,2019-03-12,Default,1,41,2425981,4,Single,Postgraduate,9,843762,308243,4,6,2231756,10951,0.58,3,6,1,1,0,0,25,1768979,122,37,Good,0,0.5,22,17,893181,908978,Monthly,196710,134901,123635,0.3923,4,9,153,58,2,Good,0.8983,0,0,30,30,60,31-60 DPD,1-30 DPD,0,16,Machinery,1518937.0,0.7393,,,Tier-1,Yes
LOAN00418,418,Education Loan,892749,36,13.43,30265,13768,2021-02-10,Closed,0,26,1717998,12,Divorced,High School,9,204201,155118,2,2,2565823,1920872,0.92,0,5,0,0,0,0,10,653080,15,15,Good,3,0.38,76,66,210338,190861,Irregular,142838,94718,5449,0.3782,2,4,51,14,0,Good,0.9639,3,3,0,0,15,Current,Current,0,28,,,,,,,
LOAN00419,419,Business Loan,919062,60,13.2,21005,11032,2020-07-08,Active,0,60,1159585,6,Single,High School,19,341261,273591,2,3,912897,838039,0.41,2,6,0,0,0,0,15,52675,93,57,Average,0,0.43,51,95,351104,377607,Monthly,87877,61978,99857,0.6728,2,4,41,88,6,Average,0.767,0,0,0,90,90,Current,61-90 DPD,0,59,Inventory,1442054.0,0.6373,,,Tier-2,Yes
LOAN00420,420,Home Loan,873071,48,7.84,21248,16777,2022-06-03,Active,0,51,1627042,19,Married,High School,6,704121,1260,7,7,1382743,2040481,0.93,1,4,0,0,0,0,2,713446,176,39,Good,3,0.81,15,76,777339,762582,Monthly,146918,93537,94036,0.4561,1,2,120,21,8,Good,0.8216,3,2,0,0,15,Current,Current,2,34,Residential Property,1518033.0,0.5751,Apartment,,Tier-3,No
LOAN00421,421,Auto Loan,573994,48,9.85,14516,9187,2020-04-09,Default,1,32,353745,5,Married,High School,2,151730,330680,10,1,1491275,1242666,0.61,1,3,1,1,1,0,4,1468002,87,51,Average,0,0.51,66,85,123955,143967,Monthly,30308,21337,23879,0.7805,3,11,124,55,3,Average,0.554,0,0,60,90,90,61-90 DPD,61-90 DPD,0,63,Vehicle,679290.0,0.845,,1.0,Tier-1,Yes
LOAN00422,422,Personal Loan,202375,36,13.38,6855,1447,2022-01-27,NPA,1,47,2219653,0,Divorced,Postgraduate,12,162395,488047,8,2,2895958,768149,0.78,4,8,0,0,0,3,59,1297632,158,9,Poor,2,0.02,16,100,214935,204766,Bi-Monthly,171781,200060,58698,0.1702,4,13,60,0,9,Poor,0.427,2,2,0,60,60,Current,31-60 DPD,0,47,,,,,,,
LOAN00423,423,Personal Loan,1110370,24,10.6,51545,16431,2019-11-05,Closed,0,55,962759,12,Single,Postgraduate,4,824261,93064,5,5,1975034,2031167,0.96,3,8,0,0,0,0,45,1170034,101,8,Average,1,0.12,8,34,829794,844387,Monthly,72763,84474,21891,0.5359,0,2,125,85,1,Average,0.8498,1,0,0,0,0,Current,Current,0,43,,,,,,,
LOAN00424,424,Education Loan,81034,24,10.24,3748,1524,2022-11-21,Active,0,50,1734671,13,Married,Graduate,8,985675,249092,7,4,1972708,395505,0.84,2,3,0,0,0,0,40,1165582,77,34,Average,0,0.46,60,31,1037865,1063939,Bi-Monthly,150471,134980,246212,0.5062,1,0,85,61,1,Average,0.7735,0,0,0,30,30,Current,1-30 DPD,0,1,,,,,,,
LOAN00425,425,Home Loan,1277210,36,11.32,42008,16486,2022-10-13,Active,0,44,1214237,8,Married,Postgraduate,14,888626,159841,11,0,2388869,1014950,0.52,4,7,0,0,0,0,41,775221,178,45,Good,3,0.64,62,76,953012,924448,Monthly,106283,53061,23226,0.5935,3,2,120,53,6,Good,0.9232,3,2,0,30,30,Current,1-30 DPD,0,64,Residential Property,1742330.0,0.733,Plot,,Tier-2,Yes
LOAN00426,426,Home Loan,1440468,72,8.69,25744,25580,2019-02-07,Default,1,30,1579441,13,Single,Graduate,6,137916,52477,8,2,2030295,642809,0.2,4,5,2,2,1,2,2,1121285,134,50,Good,3,0.36,37,2,141830,169044,,126363,142274,31604,0.2148,4,4,126,91,7,Good,0.8985,3,3,60,90,90,61-90 DPD,61-90 DPD,0,58,Residential Property,2518598.0,0.5719,Apartment,,Tier-1,Yes
LOAN00427,427,Personal Loan,1339532,12,12.02,119028,22037,2020-08-14,Closed,0,26,792034,3,Single,Graduate,4,21861,401476,6,7,385215,151522,0.72,4,4,1,1,1,2,7,1842692,102,15,Good,0,0.14,49,54,77017,100849,Bi-Monthly,67316,67360,739,0.6369,1,2,14,11,3,Good,0.9086,0,0,60,60,60,61-90 DPD,31-60 DPD,0,20,,,,,,,
LOAN00428,428,Education Loan,395511,48,13.93,10794,7178,2021-03-29,Default,1,26,571300,26,Married,Graduate,8,685646,241768,3,1,695638,1013787,0.34,3,6,0,0,0,0,41,603928,181,38,Average,4,0.46,54,41,672113,692919,Monthly,49071,54288,130894,0.7031,5,7,9,79,7,Average,0.8249,4,4,0,30,60,Current,1-30 DPD,0,2,,,,,,,
LOAN00429,429,Home Loan,981762,36,7.0,30313,17683,2021-05-08,Default,1,41,2084119,26,Married,Postgraduate,4,335458,300206,7,6,1696576,427392,0.94,2,4,0,0,0,2,1,1321782,159,45,Average,2,0.15,93,40,290141,260696,Monthly,156900,126945,6853,0.6563,3,4,135,40,8,Average,0.6776,2,1,0,90,90,Current,61-90 DPD,0,58,Residential Property,1753451.0,0.5599,Apartment,,Tier-1,Yes
LOAN00430,430,Home Loan,209987,12,10.96,18555,1330,2021-11-15,Active,0,64,2467601,28,Single,Graduate,5,484323,296411,11,4,1495451,1638474,0.36,4,4,1,0,0,3,0,940453,17,17,Good,0,0.6,70,15,456707,446626,Monthly,189649,203354,10953,0.6528,2,1,141,55,8,Good,0.955,0,0,15,15,30,1-30 DPD,Current,1,8,Residential Property,242107.0,0.8673,Independent House,,Tier-2,Yes
LOAN00431,431,Education Loan,1369137,24,16.17,67148,23649,2020-04-11,NPA,1,57,867937,3,Married,Graduate,9,793519,367897,5,0,2396669,1630590,0.37,2,5,0,0,0,1,0,1697541,73,33,Average,0,0.15,97,42,892059,863604,Monthly,74457,75960,2531,0.4409,5,14,131,71,5,Average,0.8167,0,0,0,60,60,Current,31-60 DPD,0,37,,,,,,,
LOAN00432,432,Personal Loan,136263,60,17.66,3435,794,2019-12-23,Active,0,40,1625692,4,Married,High School,2,672187,335841,6,1,566274,691488,0.69,3,4,1,1,0,0,51,843470,137,13,Good,0,0.24,43,36,760281,790118,Monthly,134504,122043,70884,0.3765,3,0,161,71,2,Good,0.8896,0,0,30,30,30,31-60 DPD,1-30 DPD,0,18,,,,,,,
LOAN00433,433,Home Loan,1086860,24,13.1,51722,6653,2021-12-09,Active,0,41,713164,21,Divorced,Graduate,11,42157,395512,8,0,972799,1887745,0.35,2,5,0,0,0,2,2,636852,230,53,Average,0,0.96,100,100,101014,80899,Monthly,54311,38701,11949,0.6075,1,4,162,60,1,Average,0.6675,0,0,0,0,0,Current,Current,0,25,Residential Property,1342660.0,0.8095,Plot,,Tier-3,Yes
LOAN00434,434,Education Loan,853642,36,8.43,26919,9563,2021-04-12,Closed,0,26,869401,18,Married,Graduate,15,54537,490415,3,3,266568,2042386,0.96,1,5,1,1,1,1,27,96195,64,29,Average,1,0.16,83,75,107798,80722,Monthly,77180,78685,9121,0.5828,0,0,168,26,9,Average,0.84,1,1,90,90,90,90+ DPD,61-90 DPD,0,47,,,,,,,
LOAN00435,435,Home Loan,1367709,36,9.61,43882,23228,2019-04-22,Active,0,64,242512,4,Married,High School,14,129755,137872,5,4,1221997,153444,0.31,1,6,0,0,0,1,43,940012,151,42,Average,1,0.14,88,27,170991,186489,Monthly,22214,21388,49140,0.4617,1,3,61,1,6,Average,0.8353,1,0,0,60,60,Current,31-60 DPD,1,3,Residential Property,2297983.0,0.5952,Apartment,,Tier-3,Yes
LOAN00436,436,Personal Loan,788771,36,11.08,25853,13511,2020-03-10,Default,1,52,981857,23,Married,PhD,15,234667,30583,11,2,1651348,1954650,0.2,4,7,2,1,1,1,38,618373,181,39,Average,0,0.77,40,90,237114,249843,Monthly,85531,55203,37540,0.4972,6,15,132,44,8,Average,0.665,0,0,90,90,90,90+ DPD,61-90 DPD,0,29,,,,,,,
LOAN00437,437,Business Loan,1217073,24,11.2,56838,13449,2020-05-10,Closed,0,53,1789841,10,Married,High School,14,158519,322804,4,3,1296965,1502033,0.78,4,6,1,1,1,0,40,634584,111,34,Average,0,0.5,46,23,149169,170241,Monthly,134850,61819,25796,0.1572,0,4,38,90,4,Average,0.5909,0,0,90,90,90,90+ DPD,61-90 DPD,0,18,Commercial Property,1754172.0,0.6938,,,Tier-3,Yes
LOAN00438,438,Personal Loan,1479605,12,10.76,130604,8879,2022-08-19,Active,0,34,2204504,28,Divorced,PhD,7,91170,73716,11,7,886853,1212475,0.21,4,6,0,0,0,0,15,1459673,179,31,Good,1,0.44,48,44,173784,167488,Monthly,189750,163196,48248,0.6141,3,0,39,10,5,Good,0.9201,1,1,0,90,90,Current,61-90 DPD,0,18,,,,,,,
LOAN00439,439,Home Loan,1135415,72,8.35,20102,16850,2020-06-16,Active,0,56,1224371,1,Divorced,Graduate,15,131323,113532,4,3,210296,1735676,0.88,3,3,0,0,0,2,5,1925073,94,47,Poor,0,0.24,35,24,143318,123575,Monthly,111548,77717,23031,0.6511,3,1,172,42,5,Poor,0.211,0,0,0,15,15,Current,Current,1,70,Residential Property,1660605.0,0.6837,Independent House,,Tier-3,Yes
LOAN00440,440,Auto Loan,77425,36,14.15,2651,565,2019-12-02,Active,0,63,713280,26,Married,PhD,2,438779,409036,3,3,2418654,1119567,0.02,0,1,1,0,0,0,25,365140,148,40,Good,1,0.24,90,6,476036,503696,,57443,35268,79579,0.5744,0,1,138,17,4,Good,0.8002,1,0,15,15,15,1-30 DPD,Current,1,64,Vehicle,126850.0,0.6104,,11.0,Tier-1,Yes
LOAN00441,441,Personal Loan,126289,36,13.07,4259,1359,2022-03-07,Active,0,35,1437577,17,Divorced,Postgraduate,5,419038,116118,8,4,1000494,1869935,0.22,2,7,0,0,0,0,30,144958,185,55,Poor,3,0.05,82,72,453164,435970,Bi-Monthly,130226,64773,126382,0.5222,0,1,31,26,6,Poor,0.3684,3,2,0,90,90,Current,61-90 DPD,0,12,,,,,,,
LOAN00442,442,Personal Loan,828602,36,7.15,25641,10657,2019-07-12,Closed,0,44,1810031,14,Married,High School,17,716240,457064,8,7,1146034,1670147,0.07,1,4,0,0,0,0,23,1030245,101,46,Poor,0,0.2,54,48,719218,737677,Bi-Monthly,141650,125348,56167,0.8867,3,0,163,67,4,Poor,0.341,0,0,0,15,15,Current,Current,0,4,,,,,,,
LOAN00443,443,Auto Loan,1636543,24,7.0,73272,22036,2021-06-09,Closed,0,45,1369739,13,Married,PhD,7,659158,70824,6,0,1910115,781291,0.65,2,2,0,0,0,3,31,340852,183,34,Average,0,0.19,30,96,663677,643190,Monthly,119655,72400,96189,0.5557,2,1,26,81,5,Average,0.6674,0,0,0,30,60,Current,1-30 DPD,0,13,Vehicle,2922746.0,0.5599,,11.0,Tier-1,No
LOAN00444,444,Personal Loan,1706798,12,12.47,152022,27545,2019-01-09,Active,0,47,240133,21,Single,Graduate,6,378306,330218,8,2,866935,649528,0.92,1,6,1,0,0,1,9,837149,107,2,Average,2,0.94,89,94,344641,363288,Monthly,21875,16420,79220,0.4321,0,4,158,59,6,Average,0.5921,2,2,15,15,15,1-30 DPD,Current,0,54,,,,,,,
